FID,LGA,VM_PARCEL_,VM_PARCE_1,DATA_SOURC,OS_CATEGOR,OS_CATEG_2,OWNER_TYPE,PARK_NAME,OS_STATUS,OS_ACCESS,HA,WATER_BODY,OS_TYPE,OWNER_NAME,Image_URL,VPA_ID,SHAPE_Leng,SHAPE_Area
34428,MELBOURNE,2063\PP5514C,"203294242",VM CL Parcels,Natural and semi-natural open space,Not applicable,Crown,Berthing of Boats,Existing,Open,0.032900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35236,0.000873076868346,0.000000033629292
34431,MELBOURNE,2065\PP5514C,"203294258",VM CL Parcels,Natural and semi-natural open space,Not applicable,Crown,Berthing of Boats,Existing,Open,0.032500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35237,0.000856795283379,0.000000033207811
34434,MELBOURNE,2132\PP2796,"206452769",VM CL Parcels,Sportsfields and organised recreation,Not applicable,Crown,Royal Park Sportsgrounds,Existing,Open,0.361000000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,35238,0.004649748775628,0.000000369234357
34440,MELBOURNE,2209\PP3084D,"151571123",VM Parcels,Parks and gardens,Not applicable,NO DATA,NO DATA,Existing,Open,0.772500000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35240,0.005721545024265,0.000000790481301
34443,MELBOURNE,RES1\PS524251,"207757699",VM Parcels,Parks and gardens,Neighbourhood link,Local government,Warun Biik Park,Existing,Open,0.295500000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35241,0.003960090855649,0.000000302242008
34452,MELBOURNE,RES1\PS308913,"20212",ARCUE2002,Parks and gardens,Not applicable,Local government,Liddy Street Reserve,Existing,Open,0.122900000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35244,0.001430295258746,0.000000125705728
34455,MELBOURNE,12\LP4129,"205422778",ARCUE2002,Parks and gardens,Not applicable,Local government,Parsons Street Reserve,Existing,Open,0.154300000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35245,0.001609287094311,0.000000157870084
34458,MELBOURNE,1\TP103949,"1392063",ARCUE2002,Parks and gardens,Not applicable,Local government,Robertson Street Reserve,Existing,Open,0.090000000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35246,0.001217507230338,0.000000092017344
34461,MELBOURNE,40\LP4270,"209602805",ARCUE2002,Parks and gardens,Not applicable,Local government,Bayswater Road Park,Existing,Open,0.271100000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35247,0.002152978545091,0.000000277327749
34464,MELBOURNE,RES3\PS405729,"2014914",ARCUE2002,Parks and gardens,Not applicable,Local government,Kensington Banks Small Reserves,Existing,Open,0.441100000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35248,0.002745342605472,0.000000451247366
34466,MELBOURNE,2354\PP2796,"206415548",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park,Existing,Open,15.415800000000001,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35759,0.018760470758850,0.000015768095326
34467,MELBOURNE,RES2\PS340235,"1397046",ARCUE2002,Parks and gardens,Not applicable,Local government,Kensington Banks Small Reserves,Existing,Open,0.203400000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35249,0.001964255091739,0.000000208038201
34470,MELBOURNE,1\TP433093,"202833635",ARCUE2002,Parks and gardens,Not applicable,Local government,Kensington Community Gardens,Existing,Open,0.145800000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35250,0.001564068547138,0.000000149113420
34473,MELBOURNE,NO DATA,"1392809",ARCUE2002,Parks and gardens,Not applicable,NO DATA,Eight Hour Reserve,Existing,Open,0.140600000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35251,0.001854419430297,0.000000143898554
34476,MELBOURNE,NO DATA,NO DATA,ARCUE2002,Parks and gardens,Not applicable,NO DATA,NO DATA,Existing,Open,0.165000000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35252,0.003059538423065,0.000000168744442
34478,MELBOURNE,2F~4\PP5514A,"152107969",VM Parcels,Parks and gardens,Not applicable,Crown,Parliament Place,Existing,Open,0.014700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35763,0.000538621547838,0.000000015070652
34479,MELBOURNE,RES7\PS415065,"52539528",ARCUE2002,Parks and gardens,Not applicable,Local government,Kensington Banks Small Reserves,Existing,Open,0.441300000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35253,0.002891644058086,0.000000451431275
34481,MELBOURNE,21D~1\PP5514C,"1393745",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Gillott Reserve/Tianjin Gardens,Existing,Open,0.000700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35764,0.000141318801882,0.000000000679924
34482,MELBOURNE,RES1\PS341330,"215172298",ARCUE2002,Parks and gardens,Not applicable,Local government,Peppercorn Park,Existing,Open,0.204700000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35254,0.001857080300817,0.000000209374653
34484,MELBOURNE,2005\PP2796F,"207429768",VM CL Parcels,Parks and gardens,Not applicable,Crown,Gardiner Reserve,Existing,Open,0.121900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35765,0.002324253735286,0.000000124726050
34485,MELBOURNE,RES9\PS340235,"15391",ARCUE2002,Parks and gardens,Not applicable,Local government,Kensington Banks Small Reserves,Existing,Open,0.046200000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35255,0.000932160173825,0.000000047262512
34487,MELBOURNE,2006\PP2796F,"207429771",VM CL Parcels,Parks and gardens,Not applicable,Crown,Gardiner Reserve,Existing,Open,0.074000000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35766,0.001341234674048,0.000000075709407
34488,MELBOURNE,RES8\PS340235,"15396",ARCUE2002,Parks and gardens,Not applicable,Local government,Kensington Banks Small Reserves,Existing,Open,0.071400000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35256,0.001118120092386,0.000000073065886
34490,MELBOURNE,21D~1\PP5514C,"1393745",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Gillott Reserve/Tianjin Gardens,Existing,Open,0.000800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35767,0.000157603225059,0.000000000811831
34491,MELBOURNE,NO DATA,"173744371",ARCUE2002,Parks and gardens,Not applicable,NO DATA,Hardy Reserve,Existing,Open,0.972300000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35257,0.012195961416509,0.000000994563114
34493,MELBOURNE,2222\PP3084D,"206105340",VM CL Parcels,Parks and gardens,Not applicable,Crown,Yarra River Frontage,Existing,Open,0.172900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35768,0.001862943170255,0.000000176981855
34494,MELBOURNE,1\PS427739,"52806862",ARCUE2002,Parks and gardens,Not applicable,Local government,Royal Park,Existing,Open,1.256400000000000,Yes,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35258,0.004669559615079,0.000001284979456
34497,MELBOURNE,1\TP393378,"1388138",ARCUE2002,Parks and gardens,Not applicable,Local government,Canning & Palmerston Street Reserve,Existing,Open,0.040500000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35259,0.000814960201651,0.000000041395581
34502,MELBOURNE,11~67\PP2796B,"207756185",ARCUE2002,Parks and gardens,Not applicable,Local government,Canning & Neill Street Reserve,Existing,Open,0.189700000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35260,0.002651604264534,0.000000194062109
34505,MELBOURNE,909\PS428405,"52747056",VM Planning,Parks and gardens,Not applicable,NO DATA,City Square,Existing,Open,0.300300000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35261,0.002483111009117,0.000000307273707
34508,MELBOURNE,NO DATA,NO DATA,VM Planning,Parks and gardens,Not applicable,NO DATA,Railway Place & Miller Street Reserve,Existing,Open,0.094000000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35262,0.001718011544281,0.000000096161598
34513,MELBOURNE,21D~1\PP5514C,"1393745",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Gillott Reserve/Tianjin Gardens,Existing,Open,0.000900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35775,0.000168186820453,0.000000000927104
34516,MELBOURNE,21D~1\PP5514C,"1393745",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Gillott Reserve/Tianjin Gardens,Existing,Open,0.001000000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35776,0.000178490523632,0.000000001047111
34519,MELBOURNE,21D~1\PP5514C,"1393745",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Gillott Reserve/Tianjin Gardens,Existing,Open,0.001200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35777,0.000188906251817,0.000000001178885
34522,MELBOURNE,8A~M1\PP2796G,"206412135",VM CL Parcels,Parks and gardens,Neighbourhood link,Crown,Ievers Reserve,Existing,Open,0.170900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35778,0.003355278429266,0.000000174820076
34525,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,St Andrews Place Reserve,Existing,Open,0.094500000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35779,0.001594640544086,0.000000096684546
34528,MELBOURNE,92B\PP2796F,"2027516",VM CL Parcels,Parks and gardens,Not applicable,Crown,Canning Street & Macaulay Road Reserve,Existing,Open,0.113000000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35780,0.001656509843584,0.000000115576144
34531,MELBOURNE,1~25A\PP5514C,"203165206",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Royal Society of Victoria,Existing,Open,0.225300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35781,0.003017704809608,0.000000230510552
34532,MELBOURNE,40A\PP5514B,"203157897",VM CL Parcels,Parks and gardens,Not applicable,Crown,Flagstaff Gardens,Existing,Open,0.067400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35782,0.001322892793270,0.000000068994457
34535,MELBOURNE,2~19A\PP2796B,"1387237",Manual addition,Parks and gardens,Not applicable,Crown,,Existing,Open,5.238000000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35783,0.020073617036801,0.000005358813094
34538,MELBOURNE,14~K\PP5514B,"206073040",VM CL Parcels,Parks and gardens,Not applicable,Crown,Eades Park,Existing,Open,0.048900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35784,0.000908917965005,0.000000050010659
34564,MELBOURNE,2023\PP3084,"211911699",Manual addition,Recreation corridor,Local link,Crown,,Existing,Open,0.036900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35905,0.000897298618504,0.000000037784011
34565,MELBOURNE,8D~57\PP3084B,"210043731",VM CL Parcels,Parks and gardens,Not applicable,Crown,Westgate Park,Existing,Open,22.976800000000001,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35906,0.019455280600627,0.000023514346271
34567,MELBOURNE,,,Melbourne City Council Park Status,Sportsfields and organised recreation,Not applicable,Crown,Yarra Boathouses,Existing,Open,0.242300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,35908,0.006280418492577,0.000000247931152
34568,MELBOURNE,4~19D\PP5514A,"204134277",Manual addition,Natural and semi-natural open space,Not applicable,Crown,Stapely Parade Reserve,Existing,Open,0.073600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35909,0.003810622164123,0.000000075336592
34569,MELBOURNE,S\PP5514D,"204447634",VM CL Parcels,Parks and gardens,Not applicable,Crown,Alexandra Gardens,Existing,Open,0.041600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35910,0.006583390196598,0.000000042590776
34570,MELBOURNE,2020\PP2796,"206455820",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park,Existing,Open,0.621800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35911,0.005622147772763,0.000000635907289
34579,MELBOURNE,7~19D\PP5514A,"220863786",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Stapely Parade Reserve,Existing,Open,0.156600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35920,0.002939232853455,0.000000160313004
34580,MELBOURNE,7~19D\PP5514A,"220863786",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Stapely Parade Reserve,Existing,Open,0.045600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35921,0.000941482399972,0.000000046706826
34581,MELBOURNE,1~118A\PP2796B,"207306918",VM CL Parcels,Sportsfields and organised recreation,Not applicable,Crown,Princes Park,Existing,Open,27.864899999999999,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,35786,0.039680685817489,0.000028500538428
34582,MELBOURNE,1~71A\PP2796B,"21565790",VM Parcels,Parks and gardens,Not applicable,Crown,University Square,Existing,Open,1.368500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35787,0.006509505435862,0.000001400040398
34583,MELBOURNE,1A~19\PP5514A,"2021663",VM CL Parcels,Parks and gardens,Not applicable,Crown,Weedon Reserve,Existing,Open,0.349500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35788,0.003690272967352,0.000000357601388
34586,MELBOURNE,2024\PP5514B,"219296340",VM Parcels,Parks and gardens,Not applicable,Crown,Howard & William Street Reserve,Existing,Open,0.055700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35789,0.001110379698142,0.000000057017602
34587,MELBOURNE,2019\PP5514A,"203999005",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Yarra Park,Existing,Open,0.075000000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35922,0.001517159714304,0.000000076785010
34590,MELBOURNE,2A~1A\PP5514C,"205740519",VM CL Parcels,Parks and gardens,Not applicable,Crown,Gordon Reserve,Existing,Open,0.215900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35790,0.002024532052316,0.000000220909000
34591,MELBOURNE,2026\PP3084,"211909880",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,1.136400000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35923,0.007053292632602,0.000001162879023
34594,MELBOURNE,2~P\PP2796G,"202861189",VM CL Parcels,Parks and gardens,Neighbourhood link,Crown,Ievers Reserve,Existing,Open,0.253700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35791,0.002068083300420,0.000000259529151
34595,MELBOURNE,2355\PP2796,"206416725",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park,Existing,Open,20.517399999999999,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35924,0.034235908949814,0.000020985592697
34597,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Railway Place & Miller Street Reserve,Existing,Open,0.009000000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35792,0.001124516975978,0.000000009172087
34600,MELBOURNE,2013\PP5514B,"2028188",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Railway Place & Miller Street Reserve,Existing,Open,0.111200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35793,0.001937105732992,0.000000113732005
34602,MELBOURNE,Q\PP5514D,"52563606",VM CL Parcels,Parks and gardens,Not applicable,Crown,The Kings Domain Reserve,Existing,Open,14.500200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35794,0.026036166982831,0.000014838864590
34603,MELBOURNE,2008\PP2796F,"173212918",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Leveson Street Reserve,Existing,Open,0.098600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35795,0.001567806293594,0.000000100914268
34610,MELBOURNE,F\PP5514D,"52563601",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Botanic Gardens - Melbourne,Existing,Open,2.612800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35796,0.006495592760211,0.000002673978584
34611,MELBOURNE,2357\PP2796,"206457227",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park,Existing,Open,0.538200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35926,0.006300376802356,0.000000550480163
