FID,LGA,VM_PARCEL_,VM_PARCE_1,DATA_SOURC,OS_CATEGOR,OS_CATEG_2,OWNER_TYPE,PARK_NAME,OS_STATUS,OS_ACCESS,HA,WATER_BODY,OS_TYPE,OWNER_NAME,Image_URL,VPA_ID,SHAPE_Leng,SHAPE_Area
34924,MELBOURNE,2114\PP5514A,"220622314",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Yarra Park,Existing,Open,0.001400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35582,0.000369876889268,0.000000001399008
34926,MELBOURNE,2114\PP5514A,"220622314",Melbourne City Council Park Status,Sportsfields and organised recreation,Not applicable,Crown,Yarra Park,Existing,Limited,3.085300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,35583,0.006634592069149,0.000003157298124
34928,MELBOURNE,RES2\LP216438,"211474772",VM Parcels,Parks and gardens,Neighbourhood link,Local government,Stock Route Reserve,Existing,Open,0.027800000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35676,0.002817742212291,0.000000028430797
34930,MELBOURNE,2024\PP2541,"204102610",VM Parcels,Natural and semi-natural open space,Regional link,Local government,Maribyrnong River Bike Trail,Existing,Open,0.095800000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35677,0.001605795722575,0.000000098039799
34931,MELBOURNE,5\TP672704,"152245802",ARCUE2002,Parks and gardens,Not applicable,Local government,North Melbourne Community Centre,Existing,Open,1.185800000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35584,0.007091617190998,0.000001212959476
34937,MELBOURNE,RES7\LP219647,"211477903",VM Parcels,Parks and gardens,Neighbourhood link,Local government,Stock Route Reserve,Existing,Open,0.000600000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35680,0.000130752183039,0.000000000658107
34939,MELBOURNE,2B~19D\PP5514A,"52563700",VM Parcels,Parks and gardens,Not applicable,NO DATA,Stapely Parade Reserve,Existing,Open,0.297500000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35986,0.005757881199057,0.000000304486870
34941,MELBOURNE,Y\PP5514D,"420388071",VM Parcels,Parks and gardens,Not applicable,Crown,Queen Victoria Gardens,Existing,Open,0.614500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35987,0.015110434025491,0.000000628838070
34942,MELBOURNE,RES6\PS340235,"1394569",VM Parcels,Parks and gardens,Not applicable,Local government,Kensington Banks Small Reserves,Existing,Open,0.023600000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35681,0.000770594122038,0.000000024092542
34943,MELBOURNE,,"202695774",VM Parcels,Parks and gardens,Metropolitan link,NO DATA,Stapely Parade Reserve,Existing,Open,0.926600000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35988,0.010321383770306,0.000000948245919
34944,MELBOURNE,NO DATA,"52830029",VM Parcels,Natural and semi-natural open space,Not applicable,NO DATA,NO DATA,Existing,Open,0.801300000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35682,0.005514202213254,0.000000819457354
34946,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Kings Domain South,Existing,Open,2.250100000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35989,0.038370435125148,0.000002302830197
34949,MELBOURNE,8E~57\PP3084B,"1532861",VM CL Parcels,Parks and gardens,Not applicable,Crown,Westgate Park,Existing,Open,3.069400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35685,0.009792810793901,0.000003141241719
34951,MELBOURNE,2023\PP2541,"211565073",VM Parcels,Natural and semi-natural open space,Regional link,Local government,Maribyrnong River Bike Trail,Existing,Open,0.302100000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35992,0.003742414433689,0.000000308992947
34952,MELBOURNE,2390\PP2541,"421492747",VM Parcels,Natural and semi-natural open space,Not applicable,NO DATA,Maribyrnong River,Existing,Open,2.603500000000000,Yes,Public open space,NO DATA,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35993,0.016959799993739,0.000002663242765
34953,MELBOURNE,,,Manual addition,Natural and semi-natural open space,Not applicable,NO DATA,Maribyrnong River,Existing,Open,1.620400000000000,Yes,Public open space,NO DATA,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35994,0.010888552134135,0.000001657552957
34954,MELBOURNE,RES18\PS340235,"202834349",ARCUE2002,Sportsfields and organised recreation,Not applicable,Local government,Riverside Park,Existing,Open,3.780600000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,35995,0.010212635511549,0.000003867221054
34955,MELBOURNE,,,VM Hydro,Natural and semi-natural open space,Not applicable,NO DATA,Maribyrnong River,Existing,Open,3.835100000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35996,0.025719943253911,0.000003922780427
34956,MELBOURNE,,,VM Hydro,Natural and semi-natural open space,Not applicable,NO DATA,Yarra River,Existing,Open,35.240900000000003,Yes,Public open space,NO DATA,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35997,0.049812510394848,0.000036068879566
34957,MELBOURNE,,,VM Hydro,Natural and semi-natural open space,Not applicable,NO DATA,Moonee Ponds Creek Frontage - Melbourne,Existing,Open,0.159400000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35998,0.001743104975665,0.000000163056859
34958,MELBOURNE,17K~2\PP2541,"212330155",,Recreation corridor,Metropolitan link,Crown,Moonee Ponds Creek Trail,Existing,Open,0.028900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35999,0.000671839039650,0.000000029592781
34968,MELBOURNE,2367\PP2541,"220819433",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Maribyrnong,Existing,Open,0.790000000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35595,0.004737890746354,0.000000808219664
34969,MELBOURNE,2246\PP5514C,"217250678",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Victoria Harbour,Existing,Open,0.779300000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35596,0.004230691065301,0.000000797412053
34973,MELBOURNE,NO DATA,"204178093",VEAC25 process,Parks and gardens,Not applicable,Crown,Kings Domain South,Existing,Open,4.675500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35186,0.015433367023000,0.000004785092583
34975,MELBOURNE,2~75A\PP2796F,"206413144",VM CL Parcels,Sportsfields and organised recreation,Not applicable,Crown,North Melbourne Recreation Reserve,Existing,Open,3.855600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,35188,0.008046426634890,0.000003944181156
34987,MELBOURNE,RES1\PS302911,"211474573",VM Parcels,Parks and gardens,Not applicable,Local government,Stock Route Reserve,Existing,Open,0.007400000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35686,0.000492861604614,0.000000007619330
34990,MELBOURNE,RES3\LP213345,"211474545",VM Parcels,Parks and gardens,Not applicable,Local government,Stock Route Reserve,Existing,Open,0.004600000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35689,0.000368299111844,0.000000004654114
34992,MELBOURNE,S11\PS627030,"217107827",Manual addition,Parks and gardens,Not applicable,NO DATA,,Existing,Open,0.088000000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35691,0.001340946830547,0.000000089982036
34993,MELBOURNE,2119\PP5514C,"214901247",VM Parcels,Parks and gardens,Not applicable,Crown,Batman Park,Existing,Open,1.432800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35692,0.005715794607123,0.000001466132481
34995,MELBOURNE,2B~99A\PP2796,"203256754",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park,Existing,Open,1.188500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35694,0.007163025180577,0.000001215503324
34996,MELBOURNE,15M~1B\PP2541,"220929262",Manual addition,Natural and semi-natural open space,Not applicable,Crown,Moonee Ponds Creek,Existing,Open,0.471100000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35695,0.003786583416734,0.000000481997894
34997,MELBOURNE,1\PS536990,"210118460",Manual addition,Natural and semi-natural open space,Metropolitan link,Public authority,Moonee Ponds Creek & Trail,Existing,Open,2.637400000000000,Yes,Public open space,VicTrack,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35696,0.009276385031362,0.000002698241208
34998,MELBOURNE,2068\PP2541,"220931809",Manual addition,Recreation corridor,Metropolitan link,Crown,Moonee Ponds Creek Trail,Existing,Open,0.136800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35697,0.005917194155291,0.000000139973269
34999,MELBOURNE,11~98\PP2796,"206449502",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park Parkland,Existing,Open,0.859000000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35698,0.012796497891223,0.000000878630495
35000,MELBOURNE,12~98\PP2796,"210273023",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park,Existing,Open,2.763200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35699,0.008597070141888,0.000002826536780
35018,MELBOURNE,21~1B\PP2541,"220883025",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,8.975400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,36000,0.030072023901392,0.000009183374489
35020,MELBOURNE,2368\PP2541,"220819385",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.065300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,36001,0.001164779139954,0.000000066820370
35022,MELBOURNE,2014\PP2541,"213439839",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.679600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,36002,0.003620861453383,0.000000695423969
35027,MELBOURNE,2541\PP2541,"420547467",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.059700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,36003,0.001321286937658,0.000000061131164
35029,MELBOURNE,2013\PP2541,"213439842",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.712700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,36004,0.003791004549338,0.000000729261750
35031,MELBOURNE,2369\PP2541,"220820883",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Maribyrnong River,Existing,Open,48.893099999999997,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,36005,0.096838740423034,0.000050028442960
35034,MELBOURNE,18A~1B\PP2541,"52641222",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.530800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,36006,0.012390346722457,0.000000542965650
35036,MELBOURNE,2137\PP5514C,"211811644",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Victoria Harbour,Existing,Open,1.421300000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,36007,0.005838293927653,0.000001454298588
36771,MELBOURNE,2145\PP5514C,"211637390",VM Parcels,Sportsfields and organised recreation,Not applicable,Crown,Melbourne Park,Existing,Closed,0.328400000000000,,Restricted public land,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,37653,0.003805800544656,0.000000336091548
36824,MELBOURNE,2133\PP2796,"206452786",Manual addition,Sportsfields and organised recreation,Not applicable,Crown,Royal Park Sportsgrounds,Existing,Open,2.276800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,37664,0.006015377625858,0.000002328518428
36837,MELBOURNE,2131\PP2796,"206452783",Manual addition,Sportsfields and organised recreation,Not applicable,Crown,"Ryder, Ransford and McAlister Ovals",Existing,Open,9.392099999999999,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,37667,0.012347039112741,0.000009605433453
36841,MELBOURNE,2356\PP2796,"206449529",Manual addition,Sportsfields and organised recreation,Not applicable,Crown,Royal Park Golf Course and Ovals,Existing,Open,5.921400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,37668,0.031161764914874,0.000006056191385
36844,MELBOURNE,2356\PP2796,"206449529",Manual addition,Sportsfields and organised recreation,Not applicable,Crown,Royal Park Ovals,Existing,Open,11.281499999999999,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,37669,0.015135666226676,0.000011538882642
36856,MELBOURNE,2032\PP2796B,"218961093",VM Parcels,Sportsfields and organised recreation,Not applicable,Crown,Princes Park,Existing,Open,1.462700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,37673,0.036258979742124,0.000001496043479
